Area: 0.800000	4xArea: 3.200000	error: 0.579655	Ntrials: 10
Area: 0.700000	4xArea: 2.800000	error: 0.579655	Ntrials: 10
Area: 0.800000	4xArea: 3.200000	error: 0.579655	Ntrials: 10
Area: 0.700000	4xArea: 2.800000	error: 0.579655	Ntrials: 10
Area: 1.000000	4xArea: 4.000000	error: 0.579655	Ntrials: 10
Area: 0.800000	4xArea: 3.200000	error: 0.579655	Ntrials: 10
Area: 0.700000	4xArea: 2.800000	error: 0.579655	Ntrials: 10
Area: 0.800000	4xArea: 3.200000	error: 0.579655	Ntrials: 10
Area: 0.900000	4xArea: 3.600000	error: 0.579655	Ntrials: 10
Area: 1.000000	4xArea: 4.000000	error: 0.579655	Ntrials: 10
Area: 0.900000	4xArea: 3.600000	error: 0.579655	Ntrials: 10
Area: 0.600000	4xArea: 2.400000	error: 0.579655	Ntrials: 10
Area: 0.900000	4xArea: 3.600000	error: 0.579655	Ntrials: 10
Area: 0.800000	4xArea: 3.200000	error: 0.579655	Ntrials: 10
Area: 0.800000	4xArea: 3.200000	error: 0.579655	Ntrials: 10
Area: 0.700000	4xArea: 2.800000	error: 0.579655	Ntrials: 10
Area: 0.900000	4xArea: 3.600000	error: 0.579655	Ntrials: 10
Area: 0.800000	4xArea: 3.200000	error: 0.579655	Ntrials: 10
Area: 0.700000	4xArea: 2.800000	error: 0.579655	Ntrials: 10
Area: 0.800000	4xArea: 3.200000	error: 0.579655	Ntrials: 10
Area: 0.700000	4xArea: 2.800000	error: 0.579655	Ntrials: 10
Area: 0.700000	4xArea: 2.800000	error: 0.579655	Ntrials: 10
Area: 0.800000	4xArea: 3.200000	error: 0.579655	Ntrials: 10
Area: 0.900000	4xArea: 3.600000	error: 0.579655	Ntrials: 10
Area: 0.900000	4xArea: 3.600000	error: 0.579655	Ntrials: 10
Area: 0.900000	4xArea: 3.600000	error: 0.579655	Ntrials: 10
Area: 0.700000	4xArea: 2.800000	error: 0.579655	Ntrials: 10
